customer_id,month,storage_used_tb
292,3,1.85
292,4,2.41
292,5,3.34
292,6,3.46
292,7,4.23
292,8,4.72
292,9,4.82
292,10,5.52
292,11,6.09
292,12,6.66
293,1,0.72
293,2,1.69
293,3,2.29
293,4,2.89
293,5,3.74
293,6,4.27
293,7,5.04
293,8,5.97
293,9,6.45
293,10,6.59
293,11,6.74
293,12,7.43
294,1,0.88
294,2,1.24
294,3,1.49
294,4,1.83
294,5,2.14
294,6,2.28
294,7,3.22
294,8,3.86
294,9,4.15
294,10,4.37
294,11,4.49
294,12,4.77
295,1,0.45
295,2,1.12
295,3,1.45
295,4,1.58
295,5,2.2
295,6,3.17
295,7,3.57
295,8,4.35
295,9,5.09
295,10,5.32
295,11,5.44
295,12,6.05
296,1,0.29
296,2,0.99
296,3,1.54
296,4,1.75
296,5,2.32
296,6,2.63
296,7,2.97
296,8,3.1
296,9,3.59
296,10,3.96
296,11,4.53
296,12,5.11
297,1,0.29
297,2,0.42
297,3,0.81
297,4,1.78
297,5,2.18
297,6,2.97
297,7,3.77
297,8,3.98
297,9,4.51
297,10,4.92
297,11,5.8
297,12,6.38
298,1,0.72
298,2,1.27
298,3,2.25
298,4,2.43
298,5,3.37
298,6,3.72
298,7,4.3
298,8,5.02
298,9,5.38
298,10,6.05
298,11,6.37
298,12,7.25
299,1,0.25
299,2,0.5
299,3,1.07
299,4,2.02
299,5,2.34
299,6,3.15
299,7,3.26
299,8,3.71
299,9,4.65
299,10,4.83
299,11,5.54
299,12,6.38
300,1,0.71
300,2,1.24
300,3,1.46
300,4,1.87
300,5,2.69
300,6,3.27
300,7,4.07
300,8,4.97
300,9,5.92
300,10,6.37
300,11,7.17
300,12,8.07
301,1,0.33
301,2,0.45
301,3,0.61
301,4,1.3
301,5,2.11
301,6,2.35
301,7,3.0
301,8,3.72
301,9,4.69
301,10,5.52
301,11,5.71
301,12,6.41
302,1,0.14
302,2,0.59
302,3,1.34
302,4,1.46
302,5,2.38
302,6,2.83
302,7,3.5
302,8,4.23
302,9,4.68
302,10,4.94
302,11,5.37
302,12,5.71
303,1,0.26
303,2,0.37
303,3,0.51
303,4,0.78
303,5,1.56
303,6,1.72
303,7,1.85
303,8,2.47
303,9,2.81
303,10,3.1
303,11,3.71
303,12,4.46
304,1,0.97
304,2,1.07
304,3,1.47
304,4,1.95
304,5,2.52
304,6,2.96
304,7,3.19
304,8,3.79
304,9,4.23
304,10,4.44
304,11,5.35
304,12,5.6
305,1,0.34
305,2,1.32
305,3,1.82
305,4,2.6
305,5,3.41
305,6,4.1
305,7,4.25
305,8,5.11
305,9,5.71
305,10,5.84
305,11,6.74
305,12,7.11
306,1,0.44
306,2,0.55
306,3,1.04
306,4,1.96
306,5,2.7
306,6,3.21
306,7,3.82
306,8,3.98
306,9,4.46
306,10,4.98
306,11,5.32
306,12,5.55
307,1,0.65
307,2,0.97
307,3,1.9
307,4,2.09
307,5,2.21
307,6,2.88
307,7,3.66
307,8,4.52
307,9,5.46
307,10,6.14
307,11,6.96
307,12,7.59
308,1,0.82
308,2,0.93
308,3,1.08
308,4,1.63
308,5,1.92
308,6,2.52
308,7,2.77
308,8,2.96
308,9,3.72
308,10,4.45
308,11,4.68
308,12,5.21
309,1,0.46
309,2,1.35
309,3,2.03
309,4,2.63
309,5,2.84
309,6,3.05
309,7,3.76
309,8,4.56
309,9,5.33
309,10,5.79
309,11,6.67
309,12,6.81
310,1,0.12
310,2,0.97
310,3,1.86
310,4,2.58
310,5,2.99
310,6,3.23
310,7,3.43
310,8,3.73
310,9,4.07
310,10,4.9
310,11,5.62
310,12,6.32
311,1,0.47
311,2,0.93
311,3,1.38
311,4,2.0
311,5,2.17
311,6,2.71
311,7,3.55
311,8,3.77
311,9,4.67
311,10,5.11
311,11,5.42
311,12,6.34
312,1,0.53
312,2,1.19
312,3,1.83
312,4,2.34
312,5,2.68
312,6,3.19
312,7,4.07
312,8,4.57
312,9,5.04
312,10,5.47
312,11,5.94
312,12,6.37
313,1,0.92
313,2,1.72
313,3,2.67
313,4,3.4
313,5,3.69
313,6,4.4
313,7,4.59
313,8,5.49
313,9,6.26
313,10,7.05
313,11,7.99
313,12,8.88
314,1,0.28
314,2,0.65
314,3,0.87
314,4,1.06
314,5,2.04
314,6,2.36
314,7,2.77
314,8,3.48
314,9,4.34
314,10,4.69
314,11,5.67
314,12,6.37
315,1,0.21
315,2,0.58
315,3,0.76
315,4,0.87
315,5,1.48
315,6,1.74
315,7,2.67
315,8,2.8
315,9,2.95
315,10,3.79
315,11,3.97
315,12,4.61
316,1,0.59
316,2,1.06
316,3,1.22
316,4,1.58
316,5,2.19
316,6,2.57
316,7,3.25
316,8,3.82
316,9,4.12
316,10,4.58
316,11,4.86
316,12,5.36
317,1,0.76
317,2,0.89
317,3,1.39
317,4,1.96
317,5,2.73
317,6,2.91
317,7,3.48
317,8,4.02
317,9,4.15
317,10,5.04
317,11,5.43
317,12,6.1
318,1,0.94
318,2,1.92
318,3,2.25
318,4,3.2
318,5,3.39
318,6,4.29
318,7,5.25
318,8,5.38
318,9,6.11
318,10,6.74
318,11,7.1
318,12,8.05
319,1,0.23
319,2,1.05
319,3,1.73
319,4,2.32
319,5,2.93
319,6,3.03
319,7,3.3
319,8,4.09
319,9,4.31
319,10,5.08
319,11,5.91
319,12,6.32
320,1,0.9
320,2,1.31
320,3,1.95
320,4,2.85
320,5,3.27
320,6,4.05
320,7,4.95
320,8,5.11
320,9,5.81
320,10,6.01
320,11,6.45
320,12,6.83
321,1,0.8
321,2,1.23
321,3,1.37
321,4,1.95
321,5,2.14
321,6,2.65
321,7,2.75
321,8,2.96
321,9,3.1
321,10,3.42
321,11,4.12
321,12,4.4
322,1,0.27
322,2,0.43
322,3,0.78
322,4,1.74
322,5,2.45
322,6,3.09
322,7,3.6
322,8,3.84
322,9,4.0
322,10,4.46
322,11,4.62
322,12,5.45
323,1,0.97
323,2,1.17
323,3,1.32
323,4,2.18
323,5,3.03
323,6,3.92
323,7,4.38
323,8,4.91
323,9,5.17
323,10,5.36
323,11,5.9
323,12,6.41
324,1,0.25
324,2,0.68
324,3,1.25
324,4,2.02
324,5,2.35
324,6,2.48
324,7,2.76
324,8,3.14
324,9,3.75
324,10,4.2
324,11,4.7
324,12,4.88
325,1,0.68
325,2,0.91
325,3,1.19
325,4,2.04
325,5,2.83
325,6,3.78
325,7,4.66
325,8,4.92
325,9,5.19
325,10,5.91
325,11,6.35
325,12,7.06
326,1,0.21
326,2,0.84
326,3,1.78
326,4,2.69
326,5,3.49
326,6,4.45
326,7,4.61
326,8,4.91
326,9,5.25
326,10,6.1
326,11,6.21
326,12,6.65
327,1,0.17
327,2,1.1
327,3,1.56
327,4,1.76
327,5,1.97
327,6,2.37
327,7,3.33
327,8,3.67
327,9,4.26
327,10,4.59
327,11,5.08
327,12,5.37
328,1,0.27
328,2,1.17
328,3,1.29
328,4,1.65
328,5,1.84
328,6,2.12
328,7,2.82
328,8,3.24
328,9,3.52
328,10,4.23
328,11,5.17
328,12,6.06
329,1,0.34
329,2,1.2
329,3,1.61
329,4,2.15
329,5,2.84
329,6,3.33
329,7,3.73
329,8,4.15
329,9,4.38
329,10,5.32
329,11,5.64
329,12,6.39
330,1,0.54
330,2,1.13
330,3,2.08
330,4,2.98
330,5,3.79
330,6,3.96
330,7,4.23
330,8,5.21
330,9,5.61
330,10,6.16
330,11,6.79
330,12,7.7
331,1,0.1
331,2,0.91
331,3,1.05
331,4,1.79
331,5,1.95
331,6,2.8
331,7,3.4
331,8,4.34
331,9,5.03
331,10,5.4
331,11,6.36
331,12,6.67
332,1,0.47
332,2,0.96
332,3,1.14
332,4,2.05
332,5,2.81
332,6,3.56
332,7,4.32
332,8,5.02
332,9,5.47
332,10,5.74
332,11,6.35
332,12,6.74
333,1,0.53
333,2,0.73
333,3,0.9
333,4,1.07
333,5,1.34
333,6,2.06
333,7,2.69
333,8,3.49
333,9,3.76
333,10,4.4
333,11,5.0
333,12,5.24
334,1,0.49
334,2,0.74
334,3,1.56
334,4,2.34
334,5,3.23
334,6,3.8
334,7,4.35
334,8,5.12
334,9,6.0
334,10,6.42
334,11,7.06
334,12,7.87
335,1,0.11
335,2,0.25
335,3,0.84
335,4,1.35
335,5,1.71
335,6,2.22
335,7,2.33
335,8,2.68
335,9,2.84
335,10,3.15
335,11,3.69
335,12,4.64
336,1,0.24
336,2,1.08
336,3,1.87
336,4,2.21
336,5,2.96
336,6,3.88
336,7,4.18
336,8,4.56
336,9,4.7
336,10,5.27
336,11,5.65
336,12,6.41
337,1,0.32
337,2,1.12
337,3,1.8
337,4,2.61
337,5,3.41
337,6,3.85
337,7,4.3
337,8,4.52
337,9,4.99
337,10,5.56
337,11,5.79
337,12,6.43
338,1,0.62
338,2,1.24
338,3,1.75
338,4,2.46
338,5,3.0
338,6,3.67
338,7,4.02
338,8,4.81
338,9,5.61
338,10,6.08
338,11,6.77
338,12,7.58
339,1,0.85
339,2,1.53
339,3,2.2
339,4,3.04
339,5,3.61
339,6,4.15
339,7,4.98
339,8,5.39
339,9,5.65
339,10,6.27
339,11,6.89
339,12,7.27
340,1,0.55
340,2,1.37
340,3,1.62
340,4,2.28
340,5,2.64
340,6,3.59
340,7,3.94
340,8,4.77
340,9,5.65
340,10,6.15
340,11,6.36
340,12,7.1
341,1,0.4
341,2,0.57
341,3,1.23
341,4,1.87
341,5,2.49
341,6,2.68
341,7,3.41
341,8,3.86
341,9,4.23
341,10,4.72
341,11,4.96
341,12,5.14
342,1,0.57
342,2,1.55
342,3,2.4
342,4,2.54
342,5,3.32
342,6,4.12
342,7,4.61
342,8,5.32
342,9,5.9
342,10,6.85
342,11,7.03
342,12,7.64
343,1,0.43
343,2,0.94
343,3,1.16
343,4,1.71
343,5,2.29
343,6,2.99
343,7,3.54
343,8,4.24
343,9,5.14
343,10,5.39
343,11,5.88
343,12,6.08
344,1,0.81
344,2,1.65
344,3,1.98
344,4,2.36
344,5,3.28
344,6,4.24
344,7,5.15
344,8,6.01
344,9,6.64
344,10,7.07
344,11,7.31
344,12,7.96
345,1,0.69
345,2,1.21
345,3,1.57
345,4,2.47
345,5,3.37
345,6,4.18
345,7,5.1
345,8,6.04
345,9,6.79
345,10,7.55
345,11,7.99
345,12,8.19
346,1,0.54
346,2,1.33
346,3,1.84
346,4,2.2
346,5,2.34
346,6,2.58
346,7,3.43
346,8,4.2
346,9,4.88
346,10,5.12
346,11,5.24
346,12,6.02
347,1,0.26
347,2,1.0
347,3,1.22
347,4,2.13
347,5,2.42
347,6,3.27
347,7,3.7
347,8,3.9
347,9,4.21
347,10,4.98
347,11,5.62
347,12,6.3
348,1,0.96
348,2,1.61
348,3,2.0
348,4,2.64
348,5,3.49
348,6,4.38
348,7,5.32
348,8,5.98
348,9,6.69
348,10,7.12
348,11,7.45
348,12,7.87
349,1,0.54
349,2,1.05
349,3,1.35
349,4,2.12
349,5,2.74
349,6,3.54
349,7,4.13
349,8,4.82
349,9,5.36
349,10,5.92
349,11,6.29
349,12,7.21
350,1,0.24
350,2,0.48
350,3,0.72
350,4,1.2
350,5,1.99
350,6,2.25
350,7,2.9
350,8,3.69
350,9,4.04
350,10,4.63
350,11,5.01
350,12,5.38
351,1,0.35
351,2,0.58
351,3,0.72
351,4,1.07
351,5,2.03
351,6,2.76
351,7,3.26
351,8,3.51
351,9,4.3
351,10,5.1
351,11,5.29
351,12,5.92
352,1,0.67
352,2,1.55
352,3,2.14
352,4,2.63
352,5,2.95
352,6,3.37
352,7,4.22
352,8,4.53
352,9,4.65
352,10,5.3
352,11,6.06
352,12,6.28
353,1,0.14
353,2,0.79
353,3,1.28
353,4,1.91
353,5,2.76
353,6,3.17
353,7,4.14
353,8,5.01
353,9,5.52
353,10,6.0
353,11,6.21
353,12,7.09
354,1,0.67
354,2,0.87
354,3,1.72
354,4,1.93
354,5,2.79
354,6,3.5
354,7,4.16
354,8,4.99
354,9,5.32
354,10,5.91
354,11,6.34
354,12,6.87
355,1,0.82
355,2,0.96
355,3,1.62
355,4,1.91
355,5,2.35
355,6,3.29
355,7,3.84
355,8,4.52
355,9,4.67
355,10,5.1
355,11,5.65
355,12,6.48
356,1,0.7
356,2,1.09
356,3,1.63
356,4,2.52
356,5,2.64
356,6,2.93
356,7,3.7
356,8,4.27
356,9,4.85
356,10,5.24
356,11,5.62
356,12,5.89
357,1,0.55
357,2,1.06
357,3,1.8
357,4,2.29
357,5,2.8
357,6,3.67
357,7,3.82
357,8,4.14
357,9,4.49
357,10,4.59
357,11,5.02
357,12,5.61
358,1,0.8
358,2,1.05
358,3,1.61
358,4,1.73
358,5,2.04
358,6,2.21
358,7,2.38
358,8,3.0
358,9,3.69
358,10,4.39
358,11,4.88
358,12,5.28
359,1,0.84
359,2,1.81
359,3,2.44
359,4,2.58
359,5,2.91
359,6,3.59
359,7,3.91
359,8,4.71
359,9,5.42
359,10,6.1
359,11,6.26
359,12,6.51
360,1,0.38
360,2,1.18
360,3,2.13
360,4,2.32
360,5,2.7
360,6,3.54
360,7,4.19
360,8,4.45
360,9,5.32
360,10,5.97
360,11,6.76
360,12,7.7
361,1,0.59
361,2,1.28
361,3,1.54
361,4,1.74
361,5,2.33
361,6,2.52
361,7,3.43
361,8,4.32
361,9,5.27
361,10,6.15
361,11,6.78
361,12,7.04
362,1,0.16
362,2,0.64
362,3,1.28
362,4,1.94
362,5,2.78
362,6,2.98
362,7,3.79
362,8,4.01
362,9,4.78
362,10,5.63
362,11,5.96
362,12,6.76
363,1,0.15
363,2,0.96
363,3,1.55
363,4,1.68
363,5,2.48
363,6,3.0
363,7,3.16
363,8,3.91
363,9,4.2
363,10,5.05
363,11,5.82
363,12,6.25
364,1,0.51
364,2,1.18
364,3,1.77
364,4,1.93
364,5,2.69
364,6,3.17
364,7,4.08
364,8,4.81
364,9,4.96
364,10,5.43
364,11,5.55
364,12,5.73
365,1,0.57
365,2,0.83
365,3,1.57
365,4,1.68
365,5,2.39
365,6,2.58
365,7,2.93
365,8,3.28
365,9,3.77
365,10,3.89
365,11,4.16
365,12,4.72
366,1,0.59
366,2,1.36
366,3,1.62
366,4,1.92
366,5,2.41
366,6,3.16
366,7,4.02
366,8,4.5
366,9,4.9
366,10,5.59
366,11,5.82
366,12,6.18
367,1,0.72
367,2,0.88
367,3,1.79
367,4,1.96
367,5,2.83
367,6,3.65
367,7,3.84
367,8,4.3
367,9,4.88
367,10,5.1
367,11,5.92
367,12,6.34
368,1,0.71
368,2,1.09
368,3,1.75
368,4,2.26
368,5,2.83
368,6,3.68
368,7,4.41
368,8,5.35
368,9,5.8
368,10,6.34
368,11,6.72
368,12,6.85
369,1,0.91
369,2,1.86
369,3,2.83
369,4,3.17
369,5,3.93
369,6,4.47
369,7,5.32
369,8,5.8
369,9,6.74
369,10,7.59
369,11,8.46
369,12,9.1
370,1,0.53
370,2,1.21
370,3,1.69
370,4,2.28
370,5,2.54
370,6,3.19
370,7,3.81
370,8,4.13
370,9,4.45
370,10,5.26
370,11,5.93
370,12,6.88
371,1,0.32
371,2,0.61
371,3,1.12
371,4,1.82
371,5,2.19
371,6,2.69
371,7,3.52
371,8,3.85
371,9,4.47
371,10,5.2
371,11,5.94
371,12,6.19
372,1,0.76
372,2,0.91
372,3,1.72
372,4,2.24
372,5,3.11
372,6,3.89
372,7,4.57
372,8,5.39
372,9,6.3
372,10,6.42
372,11,7.4
372,12,8.31
373,1,0.59
373,2,0.7
373,3,0.86
373,4,1.02
373,5,1.34
373,6,1.8
373,7,2.44
373,8,2.59
373,9,3.14
373,10,3.93
373,11,4.81
373,12,5.54
374,1,0.57
374,2,1.28
374,3,2.04
374,4,2.56
374,5,2.7
374,6,2.9
374,7,3.24
374,8,3.35
374,9,4.02
374,10,4.35
374,11,5.06
374,12,5.38
375,1,0.38
375,2,1.24
375,3,2.02
375,4,2.86
375,5,3.08
375,6,3.53
375,7,3.75
375,8,4.7
375,9,5.6
375,10,5.75
375,11,6.45
375,12,6.84
376,1,0.94
376,2,1.11
376,3,1.71
376,4,2.13
376,5,2.83
376,6,3.62
376,7,4.07
376,8,4.95
376,9,5.51
376,10,6.43
376,11,6.59
376,12,6.99
377,1,0.18
377,2,0.98
377,3,1.23
377,4,2.1
377,5,2.21
377,6,2.3
377,7,2.87
377,8,3.42
377,9,4.17
377,10,4.85
377,11,5.75
377,12,6.41
378,1,0.36
378,2,1.15
378,3,1.52
378,4,2.02
378,5,2.51
378,6,2.75
378,7,3.29
378,8,3.67
378,9,4.61
378,10,5.4
378,11,6.34
378,12,7.04
379,1,0.17
379,2,0.93
379,3,1.52
379,4,1.93
379,5,2.5
379,6,2.66
379,7,2.8
379,8,3.71
379,9,3.99
379,10,4.49
379,11,5.35
379,12,6.27
380,1,0.85
380,2,1.46
380,3,2.42
380,4,3.15
380,5,3.46
380,6,4.4
380,7,4.89
380,8,5.07
380,9,5.18
380,10,5.42
380,11,6.25
380,12,6.96
381,1,0.27
381,2,0.76
381,3,1.44
381,4,2.29
381,5,2.9
381,6,3.18
381,7,4.11
381,8,4.48
381,9,5.19
381,10,5.59
381,11,5.75
381,12,6.1
382,1,0.34
382,2,1.02
382,3,1.55
382,4,2.46
382,5,2.94
382,6,3.78
382,7,4.0
382,8,4.61
382,9,5.39
382,10,6.2
382,11,7.12
382,12,7.68
383,1,0.95
383,2,1.14
383,3,2.09
383,4,2.32
383,5,3.08
383,6,3.83
383,7,3.97
383,8,4.4
383,9,5.18
383,10,5.88
383,11,6.26
383,12,7.22
384,1,0.61
384,2,1.02
384,3,1.4
384,4,2.08
384,5,2.78
384,6,3.28
384,7,4.06
384,8,4.38
384,9,4.8
384,10,5.5
384,11,6.4
384,12,6.85
385,1,0.73
385,2,1.18
385,3,1.91
385,4,2.12
385,5,2.55
385,6,2.88
385,7,3.33
385,8,3.45
385,9,4.27
385,10,4.79
385,11,4.9
385,12,5.47
386,1,0.51
386,2,1.45
386,3,2.24
386,4,3.08
386,5,3.36
386,6,3.48
386,7,3.98
386,8,4.94
386,9,5.13
386,10,5.98
386,11,6.73
386,12,7.54
387,1,0.81
387,2,1.07
387,3,1.51
387,4,2.39
387,5,2.95
387,6,3.72
387,7,3.98
387,8,4.28
387,9,4.52
387,10,5.12
387,11,5.27
387,12,6.07
388,1,0.25
388,2,0.82
388,3,1.57
388,4,1.92
388,5,2.37
388,6,2.47
388,7,3.14
388,8,3.87
388,9,4.54
388,10,5.52
388,11,6.08
388,12,6.47
389,1,0.54
389,2,1.17
389,3,1.96
389,4,2.27
389,5,2.49
389,6,3.14
389,7,3.83
389,8,4.64
389,9,4.94
389,10,5.68
389,11,6.59
389,12,6.95
390,1,0.18
390,2,0.81
390,3,1.78
390,4,2.14
390,5,2.85
390,6,3.63
390,7,4.1
390,8,4.96
390,9,5.71
390,10,6.06
390,11,6.52
390,12,6.85
391,1,0.85
391,2,1.22
391,3,1.99
391,4,2.92
391,5,3.27
391,6,4.16
391,7,4.61
391,8,4.9
391,9,5.37
391,10,6.05
391,11,6.78
391,12,7.22
392,1,0.76
392,2,1.6
392,3,2.12
392,4,2.27
392,5,2.56
392,6,3.05
392,7,3.16
392,8,4.11
392,9,4.99
392,10,5.32
392,11,5.53
392,12,5.74
393,1,0.9
393,2,1.37
393,3,2.23
393,4,2.68
393,5,3.11
393,6,3.8
393,7,4.33
393,8,5.04
393,9,5.61
393,10,5.99
393,11,6.61
393,12,6.72
394,1,0.21
394,2,0.8
394,3,1.41
394,4,2.06
394,5,2.2
394,6,3.08
394,7,3.61
394,8,4.1
394,9,4.32
394,10,4.55
394,11,4.7
394,12,5.09
395,1,0.11
395,2,0.87
395,3,1.8
395,4,2.29
395,5,2.79
395,6,3.02
395,7,3.85
395,8,4.32
395,9,5.29
395,10,5.74
395,11,6.22
395,12,6.57
396,1,0.37
396,2,1.23
396,3,1.94
396,4,2.73
396,5,3.68
396,6,3.86
396,7,4.24
396,8,4.37
396,9,4.93
396,10,5.72
396,11,6.1
396,12,6.44
397,1,0.16
397,2,0.51
397,3,0.95
397,4,1.11
397,5,1.99
397,6,2.78
397,7,3.39
397,8,4.33
397,9,4.56
397,10,4.71
397,11,5.34
397,12,6.19
398,1,0.22
398,2,0.4
398,3,0.61
398,4,1.07
398,5,1.22
398,6,1.84
398,7,2.38
398,8,3.23
398,9,3.95
398,10,4.75
398,11,4.98
398,12,5.1
399,1,0.16
399,2,0.64
399,3,1.21
399,4,2.08
399,5,3.0
399,6,3.51
399,7,3.82
399,8,4.04
399,9,4.42
399,10,4.6
399,11,5.21
399,12,5.67
400,1,0.32
400,2,1.19
400,3,1.49
400,4,2.33
400,5,2.69
400,6,3.64
400,7,3.95
400,8,4.39
400,9,4.61
400,10,5.04
400,11,5.94
400,12,6.54
401,1,0.68
401,2,1.0
401,3,1.75
401,4,2.49
401,5,3.35
401,6,3.65
401,7,4.05
401,8,4.84
401,9,5.01
401,10,5.58
401,11,6.29
401,12,6.53
402,1,0.35
402,2,0.69
402,3,1.16
402,4,1.34
402,5,2.18
402,6,2.31
402,7,3.26
402,8,4.15
402,9,4.87
402,10,5.47
402,11,6.22
402,12,7.07
403,1,0.79
403,2,0.97
403,3,1.61
403,4,2.34
403,5,2.94
403,6,3.51
403,7,3.89
403,8,4.87
403,9,5.84
403,10,6.61
403,11,6.97
403,12,7.09
404,1,0.17
404,2,0.33
404,3,0.85
404,4,1.26
404,5,1.41
404,6,1.71
404,7,2.21
404,8,2.97
404,9,3.25
404,10,3.91
404,11,4.17
404,12,4.32
405,1,0.24
405,2,0.92
405,3,1.75
405,4,2.18
405,5,2.37
405,6,3.29
405,7,3.85
405,8,4.48
405,9,4.65
405,10,5.02
405,11,5.41
405,12,6.13
406,1,0.16
406,2,0.32
406,3,1.0
406,4,1.64
406,5,1.95
406,6,2.76
406,7,3.33
406,8,3.61
406,9,3.75
406,10,4.19
406,11,4.99
406,12,5.66
407,1,0.82
407,2,1.62
407,3,2.23
407,4,2.86
407,5,3.8
407,6,4.22
407,7,4.72
407,8,5.23
407,9,6.18
407,10,6.6
407,11,7.53
407,12,8.28
408,1,0.92
408,2,1.82
408,3,2.48
408,4,2.6
408,5,3.22
408,6,3.58
408,7,3.8
408,8,4.32
408,9,5.27
408,10,5.67
408,11,6.63
408,12,7.39
409,1,0.27
409,2,0.7
409,3,1.31
409,4,2.02
409,5,2.29
409,6,2.6
409,7,2.71
409,8,3.33
409,9,4.19
409,10,5.14
409,11,5.89
409,12,6.3
410,1,0.73
410,2,0.94
410,3,1.37
410,4,1.72
410,5,2.58
410,6,3.3
410,7,4.11
410,8,4.35
410,9,4.75
410,10,5.61
410,11,5.77
410,12,5.95
411,1,0.3
411,2,0.75
411,3,1.02
411,4,1.43
411,5,1.8
411,6,2.58
411,7,3.43
411,8,3.74
411,9,4.48
411,10,5.39
411,11,5.68
411,12,6.08
412,1,0.19
412,2,1.07
412,3,1.96
412,4,2.15
412,5,2.36
412,6,3.03
412,7,3.35
412,8,3.57
412,9,3.85
412,10,4.81
412,11,5.64
412,12,6.15
413,1,0.7
413,2,0.85
413,3,1.1
413,4,2.04
413,5,2.97
413,6,3.72
413,7,4.14
413,8,4.79
413,9,5.54
413,10,5.77
413,11,6.58
413,12,6.75
414,1,0.55
414,2,0.68
414,3,1.28
414,4,1.56
414,5,2.3
414,6,2.85
414,7,3.46
414,8,3.74
414,9,4.03
414,10,4.17
414,11,4.84
414,12,5.0
415,1,0.55
415,2,1.22
415,3,1.39
415,4,2.05
415,5,2.65
415,6,3.62
415,7,4.08
415,8,5.0
415,9,5.24
415,10,6.09
415,11,6.91
415,12,7.46
416,1,0.59
416,2,1.05
416,3,1.95
416,4,2.69
416,5,3.35
416,6,3.93
416,7,4.26
416,8,4.54
416,9,4.91
416,10,5.89
416,11,6.69
416,12,7.59
417,1,0.47
417,2,1.43
417,3,1.75
417,4,2.67
417,5,3.21
417,6,3.81
417,7,4.22
417,8,4.8
417,9,5.77
417,10,6.26
417,11,6.94
417,12,7.76
418,1,0.48
418,2,0.61
418,3,1.07
418,4,1.6
418,5,1.74
418,6,2.08
418,7,2.55
418,8,2.89
418,9,3.8
418,10,4.48
418,11,5.4
418,12,5.96
419,1,0.96
419,2,1.7
419,3,2.03
419,4,2.37
419,5,3.07
419,6,4.0
419,7,4.61
419,8,5.32
419,9,5.83
419,10,6.7
419,11,7.3
419,12,8.11
420,1,0.9
420,2,1.22
420,3,1.44
420,4,2.27
420,5,2.5
420,6,3.39
420,7,3.72
420,8,4.33
420,9,4.46
420,10,4.82
420,11,5.26
420,12,5.86
421,1,0.78
421,2,1.59
421,3,2.42
421,4,2.68
421,5,3.37
421,6,4.13
421,7,4.52
421,8,5.17
421,9,5.58
421,10,6.13
421,11,6.59
421,12,7.15
422,1,0.93
422,2,1.27
422,3,2.05
422,4,2.88
422,5,3.45
422,6,3.77
422,7,4.17
422,8,4.51
422,9,4.82
422,10,5.32
422,11,6.13
422,12,6.97
423,1,0.67
423,2,0.92
423,3,1.38
423,4,1.67
423,5,2.07
423,6,2.56
423,7,3.11
423,8,3.26
423,9,4.17
423,10,4.59
423,11,5.41
423,12,6.03
424,1,0.46
424,2,0.63
424,3,1.35
424,4,1.71
424,5,2.18
424,6,2.61
424,7,3.29
424,8,4.21
424,9,4.36
424,10,5.07
424,11,5.87
424,12,6.59
425,1,0.51
425,2,0.65
425,3,0.79
425,4,0.99
425,5,1.31
425,6,1.42
425,7,1.67
425,8,2.35
425,9,3.17
425,10,3.57
425,11,4.4
425,12,5.02
426,1,0.11
426,2,1.02
426,3,1.57
426,4,2.42
426,5,2.67
426,6,3.55
426,7,4.16
426,8,4.96
426,9,5.38
426,10,6.0
426,11,6.36
426,12,6.65
427,1,0.11
427,2,0.86
427,3,1.42
427,4,2.24
427,5,2.59
427,6,3.26
427,7,3.99
427,8,4.43
427,9,5.2
427,10,5.77
427,11,6.3
427,12,6.68
428,1,0.76
428,2,1.24
428,3,1.8
428,4,2.01
428,5,2.68
428,6,3.48
428,7,4.1
428,8,4.8
428,9,5.45
428,10,6.35
428,11,6.96
428,12,7.47
429,1,0.92
429,2,1.23
429,3,2.02
429,4,2.31
429,5,2.72
429,6,3.36
429,7,4.21
429,8,4.34
429,9,4.85
429,10,5.32
429,11,6.13
429,12,6.45
430,1,0.27
430,2,1.19
430,3,1.78
430,4,2.48
430,5,2.62
430,6,3.02
430,7,3.81
430,8,4.01
430,9,4.96
430,10,5.78
430,11,6.06
430,12,6.87
431,1,0.93
431,2,1.28
431,3,2.16
431,4,2.46
431,5,2.63
431,6,3.4
431,7,4.14
431,8,5.09
431,9,5.62
431,10,5.97
431,11,6.9
431,12,7.61
432,1,0.18
432,2,1.14
432,3,1.55
432,4,2.3
432,5,2.42
432,6,2.65
432,7,3.53
432,8,4.35
432,9,4.49
432,10,4.88
432,11,5.44
432,12,5.82
433,1,0.86
433,2,1.3
433,3,2.19
433,4,2.47
433,5,2.64
433,6,3.13
433,7,4.07
433,8,4.62
433,9,5.34
433,10,6.24
433,11,6.75
433,12,7.3
434,1,0.58
434,2,1.05
434,3,1.99
434,4,2.42
434,5,2.77
434,6,2.88
434,7,3.59
434,8,3.77
434,9,4.24
434,10,5.1
434,11,5.35
434,12,5.6
435,1,0.3
435,2,0.66
435,3,0.83
435,4,1.37
435,5,1.55
435,6,2.15
435,7,2.96
435,8,3.44
435,9,3.76
435,10,4.34
435,11,4.51
435,12,5.05
436,1,0.86
436,2,1.36
436,3,2.03
436,4,2.97
436,5,3.76
436,6,4.63
436,7,5.41
436,8,6.17
436,9,6.79
436,10,7.35
436,11,8.09
436,12,8.68
437,1,0.22
437,2,0.68
437,3,0.97
437,4,1.26
437,5,1.88
437,6,2.35
437,7,2.78
437,8,3.52
437,9,4.09
437,10,4.79
