alert_id,customer_id,alert_type,severity,resolved
1655,668,Policy Violation,Medium,No
1656,668,Ransomware,Medium,No
1657,668,Unauthorized Access,Medium,Yes
1658,669,Policy Violation,High,No
1659,669,Policy Violation,Low,Yes
1660,669,Unauthorized Access,Medium,No
1661,669,Malware,High,No
1662,672,Malware,Low,No
1663,672,Ransomware,Low,No
1664,674,Ransomware,Medium,No
1665,675,Policy Violation,Low,No
1666,676,Policy Violation,Low,No
1667,676,Policy Violation,Medium,No
1668,676,Unauthorized Access,Medium,Yes
1669,676,Malware,High,No
1670,677,Unauthorized Access,High,No
1671,677,Ransomware,Low,No
1672,677,Ransomware,Medium,No
1673,677,Ransomware,Low,Yes
1674,680,Ransomware,Low,Yes
1675,680,Policy Violation,High,Yes
1676,681,Ransomware,Medium,Yes
1677,681,Ransomware,Medium,No
1678,681,Policy Violation,Medium,No
1679,682,Ransomware,Medium,No
1680,682,Malware,Low,Yes
1681,682,Malware,Low,Yes
1682,683,Ransomware,Low,Yes
1683,683,Ransomware,High,Yes
1684,683,Policy Violation,Low,No
1685,683,Unauthorized Access,Low,Yes
1686,685,Ransomware,Medium,No
1687,685,Ransomware,High,Yes
1688,685,Ransomware,Medium,Yes
1689,685,Unauthorized Access,Low,No
1690,686,Policy Violation,Low,No
1691,686,Malware,Medium,No
1692,686,Malware,Low,No
1693,686,Ransomware,High,No
1694,686,Malware,Low,No
1695,687,Unauthorized Access,Low,Yes
1696,687,Unauthorized Access,Low,Yes
1697,687,Malware,Low,Yes
1698,687,Policy Violation,Medium,No
1699,688,Unauthorized Access,Medium,Yes
1700,688,Unauthorized Access,Medium,No
1701,688,Ransomware,High,Yes
1702,688,Policy Violation,Low,Yes
1703,688,Malware,Medium,No
1704,689,Malware,Low,No
1705,689,Policy Violation,Low,Yes
1706,690,Malware,High,No
1707,690,Malware,Medium,Yes
1708,691,Unauthorized Access,Medium,Yes
1709,691,Policy Violation,High,No
1710,691,Policy Violation,High,Yes
1711,692,Policy Violation,High,Yes
1712,692,Malware,High,Yes
1713,692,Malware,Medium,Yes
1714,692,Ransomware,High,No
1715,692,Malware,Medium,Yes
1716,694,Ransomware,Low,No
1717,694,Unauthorized Access,High,Yes
1718,695,Malware,High,Yes
1719,695,Ransomware,High,Yes
1720,695,Policy Violation,High,Yes
1721,696,Ransomware,High,Yes
1722,697,Malware,Medium,No
1723,697,Ransomware,Low,No
1724,697,Ransomware,Low,No
1725,697,Ransomware,High,No
1726,698,Malware,Low,No
1727,698,Unauthorized Access,Medium,Yes
1728,698,Malware,Low,No
1729,698,Ransomware,High,No
1730,699,Ransomware,High,No
1731,700,Malware,High,No
1732,700,Malware,Low,Yes
1733,701,Malware,High,Yes
1734,701,Unauthorized Access,Low,No
1735,701,Malware,High,No
1736,701,Unauthorized Access,Low,Yes
1737,701,Policy Violation,Medium,Yes
1738,702,Malware,Low,Yes
1739,702,Unauthorized Access,High,No
1740,702,Unauthorized Access,Medium,Yes
1741,702,Ransomware,Low,No
1742,702,Unauthorized Access,High,No
1743,703,Unauthorized Access,Medium,No
1744,703,Malware,High,No
1745,705,Malware,Medium,No
1746,705,Malware,Low,Yes
1747,705,Unauthorized Access,Low,No
1748,707,Ransomware,Medium,Yes
1749,707,Malware,Medium,No
1750,707,Unauthorized Access,High,Yes
1751,707,Policy Violation,Medium,Yes
1752,708,Unauthorized Access,Medium,No
1753,708,Policy Violation,Medium,Yes
1754,708,Policy Violation,High,Yes
1755,708,Ransomware,Medium,Yes
1756,709,Unauthorized Access,Low,No
1757,709,Policy Violation,High,Yes
1758,709,Unauthorized Access,Low,No
1759,709,Unauthorized Access,Medium,No
1760,709,Policy Violation,Low,Yes
1761,710,Unauthorized Access,High,No
1762,710,Unauthorized Access,High,No
1763,710,Malware,High,Yes
1764,712,Malware,Medium,No
1765,712,Malware,High,No
1766,712,Unauthorized Access,High,No
1767,712,Ransomware,Medium,Yes
1768,712,Policy Violation,Medium,No
1769,715,Unauthorized Access,Medium,No
1770,715,Ransomware,High,No
1771,716,Ransomware,Low,Yes
1772,716,Ransomware,Low,Yes
1773,716,Ransomware,Low,No
1774,716,Unauthorized Access,High,No
1775,716,Malware,Low,No
1776,717,Unauthorized Access,High,No
1777,717,Unauthorized Access,Low,No
1778,717,Malware,High,No
1779,717,Unauthorized Access,Medium,Yes
1780,717,Ransomware,Low,No
1781,718,Malware,High,No
1782,718,Unauthorized Access,High,Yes
1783,718,Malware,Medium,Yes
1784,718,Policy Violation,High,Yes
1785,718,Policy Violation,Low,Yes
1786,719,Ransomware,Low,No
1787,719,Unauthorized Access,Low,No
1788,719,Unauthorized Access,High,Yes
1789,719,Policy Violation,Low,No
1790,720,Policy Violation,Medium,No
1791,720,Malware,High,No
1792,720,Malware,High,Yes
1793,720,Ransomware,Medium,Yes
1794,721,Unauthorized Access,Low,Yes
1795,722,Unauthorized Access,Medium,Yes
1796,722,Policy Violation,Low,No
1797,722,Malware,Low,No
1798,723,Malware,Medium,Yes
1799,723,Unauthorized Access,High,No
1800,723,Malware,High,Yes
1801,723,Malware,Low,Yes
1802,724,Ransomware,Low,No
1803,724,Ransomware,High,Yes
1804,725,Ransomware,High,Yes
1805,725,Malware,Medium,Yes
1806,726,Policy Violation,Low,No
1807,728,Unauthorized Access,High,No
1808,728,Unauthorized Access,Medium,Yes
1809,728,Policy Violation,Low,No
1810,728,Malware,Low,No
1811,729,Ransomware,High,Yes
1812,729,Unauthorized Access,High,No
1813,732,Ransomware,Low,No
1814,733,Ransomware,Low,Yes
1815,733,Unauthorized Access,Low,Yes
1816,733,Policy Violation,High,No
1817,733,Malware,Medium,Yes
1818,733,Unauthorized Access,Low,No
1819,734,Ransomware,Medium,No
1820,734,Policy Violation,Low,No
1821,734,Policy Violation,Medium,No
1822,735,Unauthorized Access,Low,No
1823,735,Ransomware,Medium,No
1824,735,Ransomware,Low,No
1825,735,Unauthorized Access,High,Yes
1826,735,Unauthorized Access,Low,Yes
1827,736,Malware,Low,Yes
1828,736,Policy Violation,High,Yes
1829,736,Malware,Medium,Yes
1830,736,Unauthorized Access,Low,Yes
1831,737,Unauthorized Access,Medium,Yes
1832,737,Malware,Medium,No
1833,737,Malware,Medium,No
1834,737,Policy Violation,Medium,No
1835,737,Malware,Medium,Yes
1836,738,Policy Violation,Medium,Yes
1837,738,Malware,Low,No
1838,739,Malware,Medium,Yes
1839,740,Malware,High,Yes
1840,740,Malware,High,Yes
1841,740,Ransomware,Medium,No
1842,740,Malware,Medium,No
1843,740,Ransomware,High,No
1844,741,Malware,Low,No
1845,741,Unauthorized Access,Medium,No
1846,741,Unauthorized Access,Low,Yes
1847,742,Unauthorized Access,High,Yes
1848,742,Policy Violation,Low,Yes
1849,742,Policy Violation,High,No
1850,742,Ransomware,Medium,No
1851,742,Policy Violation,High,No
1852,743,Unauthorized Access,Low,No
1853,743,Unauthorized Access,Low,Yes
1854,743,Policy Violation,Medium,Yes
1855,743,Ransomware,Low,No
1856,743,Policy Violation,Low,Yes
1857,744,Policy Violation,Medium,No
1858,745,Malware,High,Yes
1859,746,Malware,Medium,Yes
1860,746,Policy Violation,Low,Yes
1861,746,Malware,High,No
1862,746,Unauthorized Access,High,Yes
1863,747,Malware,Medium,Yes
1864,747,Malware,Low,Yes
1865,747,Unauthorized Access,Medium,No
1866,747,Policy Violation,Medium,Yes
1867,749,Ransomware,Medium,Yes
1868,749,Ransomware,Low,No
1869,749,Unauthorized Access,Medium,No
1870,749,Policy Violation,Low,Yes
1871,753,Policy Violation,Medium,Yes
1872,753,Ransomware,High,Yes
1873,755,Malware,High,No
1874,755,Malware,Medium,Yes
1875,755,Unauthorized Access,High,Yes
1876,755,Unauthorized Access,Medium,Yes
1877,755,Ransomware,Medium,No
1878,756,Policy Violation,High,No
1879,756,Malware,High,No
1880,756,Policy Violation,Low,No
1881,757,Ransomware,Low,Yes
1882,757,Malware,Medium,Yes
1883,757,Policy Violation,High,Yes
1884,757,Policy Violation,High,Yes
1885,758,Ransomware,Medium,Yes
1886,758,Ransomware,Low,Yes
1887,758,Policy Violation,Medium,Yes
1888,758,Unauthorized Access,Low,Yes
1889,758,Policy Violation,High,Yes
1890,759,Unauthorized Access,Medium,No
1891,759,Policy Violation,Low,No
1892,759,Policy Violation,Medium,Yes
1893,761,Policy Violation,Medium,Yes
1894,761,Ransomware,Medium,Yes
1895,761,Malware,High,No
1896,762,Malware,Medium,No
1897,763,Policy Violation,Low,Yes
1898,763,Unauthorized Access,Medium,Yes
1899,763,Malware,High,No
1900,764,Ransomware,Medium,Yes
1901,764,Policy Violation,High,No
1902,764,Ransomware,Low,No
1903,765,Ransomware,High,Yes
1904,765,Unauthorized Access,Medium,Yes
1905,765,Unauthorized Access,Medium,No
1906,765,Policy Violation,Medium,No
1907,766,Ransomware,High,Yes
1908,766,Malware,Low,No
1909,766,Unauthorized Access,Low,No
1910,767,Malware,Low,No
1911,767,Malware,Medium,No
1912,768,Ransomware,Low,No
1913,768,Unauthorized Access,Medium,Yes
1914,768,Policy Violation,Medium,No
1915,768,Unauthorized Access,Medium,Yes
1916,769,Policy Violation,High,No
1917,769,Policy Violation,High,Yes
1918,769,Policy Violation,Medium,No
1919,769,Ransomware,Medium,No
1920,770,Malware,Low,Yes
1921,770,Unauthorized Access,High,Yes
1922,772,Malware,High,Yes
1923,773,Unauthorized Access,Medium,No
1924,773,Unauthorized Access,High,No
1925,774,Ransomware,Medium,No
1926,774,Malware,Medium,No
1927,774,Unauthorized Access,Medium,Yes
1928,774,Policy Violation,High,Yes
1929,776,Ransomware,Medium,Yes
1930,776,Malware,Low,No
1931,778,Malware,Low,No
1932,778,Ransomware,Low,No
1933,778,Ransomware,Medium,No
1934,778,Ransomware,High,No
1935,779,Unauthorized Access,Medium,Yes
1936,779,Unauthorized Access,High,Yes
1937,779,Unauthorized Access,High,Yes
1938,781,Unauthorized Access,Medium,Yes
1939,781,Unauthorized Access,High,No
1940,781,Unauthorized Access,High,Yes
1941,781,Malware,Medium,Yes
1942,781,Unauthorized Access,High,No
1943,782,Policy Violation,Low,Yes
1944,782,Unauthorized Access,Medium,No
1945,782,Ransomware,Medium,No
1946,782,Policy Violation,Low,Yes
1947,782,Policy Violation,Medium,Yes
1948,783,Unauthorized Access,High,No
1949,783,Policy Violation,High,Yes
1950,783,Unauthorized Access,Medium,Yes
1951,784,Malware,Low,No
1952,784,Unauthorized Access,Low,Yes
1953,784,Unauthorized Access,Medium,Yes
1954,784,Malware,Medium,Yes
1955,785,Unauthorized Access,Low,Yes
1956,785,Unauthorized Access,Low,No
1957,785,Policy Violation,Medium,No
1958,787,Policy Violation,High,No
1959,787,Malware,High,Yes
1960,788,Policy Violation,Medium,Yes
1961,788,Unauthorized Access,Low,Yes
1962,788,Ransomware,High,Yes
1963,788,Ransomware,Medium,No
1964,788,Unauthorized Access,High,Yes
1965,790,Unauthorized Access,High,No
1966,790,Ransomware,High,No
1967,790,Unauthorized Access,Low,No
1968,790,Malware,Medium,Yes
1969,794,Unauthorized Access,Low,No
1970,794,Ransomware,Medium,Yes
1971,794,Ransomware,Low,Yes
1972,794,Policy Violation,Low,No
1973,795,Ransomware,Low,No
1974,795,Policy Violation,Medium,Yes
1975,795,Policy Violation,Medium,Yes
1976,796,Policy Violation,High,Yes
1977,796,Ransomware,Low,No
1978,796,Policy Violation,High,Yes
1979,796,Unauthorized Access,Low,No
1980,796,Unauthorized Access,High,No
1981,797,Policy Violation,Low,Yes
1982,797,Ransomware,Low,No
1983,797,Malware,Low,Yes
1984,798,Unauthorized Access,High,Yes
1985,798,Policy Violation,Medium,No
1986,798,Policy Violation,Low,No
1987,798,Ransomware,High,Yes
1988,799,Ransomware,High,No
1989,800,Unauthorized Access,Low,Yes
1990,800,Unauthorized Access,Medium,Yes
1991,800,Policy Violation,Medium,Yes
1992,801,Ransomware,High,Yes
1993,801,Unauthorized Access,Medium,No
1994,802,Unauthorized Access,Low,No
1995,802,Ransomware,High,Yes
1996,802,Ransomware,Medium,No
1997,803,Malware,High,Yes
1998,804,Unauthorized Access,Low,Yes
1999,804,Malware,High,Yes
2000,804,Ransomware,High,Yes
2001,805,Ransomware,Medium,No
2002,805,Policy Violation,Low,Yes
2003,807,Policy Violation,Medium,Yes
2004,807,Policy Violation,Medium,Yes
2005,807,Malware,Low,No
2006,808,Unauthorized Access,Medium,Yes
2007,809,Ransomware,Low,Yes
2008,809,Ransomware,Medium,No
2009,809,Malware,Low,No
2010,809,Ransomware,Medium,No
2011,809,Policy Violation,Medium,Yes
2012,810,Malware,Low,No
2013,811,Policy Violation,Medium,No
2014,811,Malware,High,No
2015,811,Malware,High,Yes
2016,812,Unauthorized Access,Medium,Yes
2017,813,Policy Violation,High,Yes
2018,813,Ransomware,Medium,Yes
2019,814,Policy Violation,Medium,Yes
2020,814,Policy Violation,Low,Yes
2021,814,Ransomware,Medium,No
2022,815,Malware,Medium,Yes
2023,815,Policy Violation,Low,Yes
2024,815,Unauthorized Access,High,Yes
2025,815,Malware,High,No
2026,815,Policy Violation,Medium,Yes
2027,816,Malware,Low,Yes
2028,816,Policy Violation,Low,Yes
2029,816,Unauthorized Access,Medium,Yes
2030,816,Ransomware,Medium,Yes
2031,816,Unauthorized Access,Medium,No
2032,817,Ransomware,Medium,Yes
2033,817,Policy Violation,High,Yes
2034,817,Ransomware,High,No
2035,817,Ransomware,Medium,No
2036,817,Unauthorized Access,Medium,Yes
2037,819,Malware,Medium,No
2038,819,Unauthorized Access,Medium,Yes
2039,820,Malware,Low,Yes
2040,820,Policy Violation,High,No
2041,820,Unauthorized Access,High,No
2042,822,Ransomware,Low,No
2043,822,Malware,Medium,No
2044,822,Policy Violation,Medium,Yes
2045,823,Unauthorized Access,Medium,No
2046,823,Unauthorized Access,Medium,Yes
2047,824,Malware,High,Yes
2048,824,Policy Violation,High,Yes
2049,824,Ransomware,Low,No
2050,826,Unauthorized Access,High,Yes
2051,826,Policy Violation,Low,Yes
2052,826,Malware,Low,Yes
2053,826,Malware,Medium,Yes
2054,829,Unauthorized Access,Low,Yes
2055,830,Unauthorized Access,Low,No
2056,832,Unauthorized Access,Low,Yes
2057,832,Policy Violation,Low,No
2058,832,Unauthorized Access,Medium,Yes
2059,832,Unauthorized Access,Low,Yes
2060,832,Unauthorized Access,High,Yes
2061,834,Unauthorized Access,Low,No
2062,835,Ransomware,Low,No
2063,838,Unauthorized Access,Low,No
2064,838,Ransomware,Medium,No
2065,838,Policy Violation,Low,Yes
2066,839,Malware,High,Yes
2067,839,Malware,Medium,No
2068,839,Ransomware,High,Yes
2069,840,Ransomware,High,Yes
2070,840,Policy Violation,Medium,Yes
2071,840,Malware,Medium,Yes
2072,840,Unauthorized Access,Low,Yes
2073,841,Unauthorized Access,Medium,Yes
2074,841,Policy Violation,Low,No
2075,841,Unauthorized Access,High,Yes
2076,842,Policy Violation,Medium,No
2077,842,Unauthorized Access,Medium,No
2078,842,Ransomware,Low,Yes
2079,842,Policy Violation,High,No
2080,842,Ransomware,High,No
2081,843,Malware,Low,Yes
2082,843,Ransomware,Medium,No
2083,843,Unauthorized Access,Low,Yes
2084,844,Unauthorized Access,High,Yes
2085,844,Policy Violation,High,Yes
2086,845,Malware,Medium,No
2087,845,Policy Violation,Low,No
2088,845,Malware,Medium,Yes
2089,846,Unauthorized Access,Low,No
2090,847,Ransomware,Medium,Yes
2091,847,Malware,Low,Yes
2092,847,Ransomware,High,Yes
2093,848,Policy Violation,Low,Yes
2094,848,Malware,High,No
2095,848,Malware,Low,Yes
2096,848,Malware,Medium,Yes
2097,849,Unauthorized Access,High,Yes
2098,849,Malware,Low,No
2099,850,Policy Violation,Low,Yes
2100,850,Policy Violation,Medium,Yes
2101,850,Unauthorized Access,Low,No
2102,850,Policy Violation,Low,No
2103,850,Malware,High,Yes
2104,852,Unauthorized Access,Low,Yes
2105,853,Policy Violation,Medium,No
2106,853,Malware,Low,Yes
2107,853,Policy Violation,High,Yes
2108,853,Malware,Medium,Yes
2109,853,Unauthorized Access,Medium,Yes
2110,854,Ransomware,High,Yes
2111,854,Unauthorized Access,Low,Yes
2112,854,Ransomware,High,Yes
2113,854,Unauthorized Access,High,Yes
2114,854,Ransomware,Low,Yes
2115,855,Ransomware,Low,Yes
2116,855,Unauthorized Access,Low,Yes
2117,855,Unauthorized Access,High,No
2118,855,Ransomware,Medium,Yes
2119,856,Ransomware,Medium,Yes
2120,856,Policy Violation,Medium,No
2121,859,Unauthorized Access,High,No
2122,859,Unauthorized Access,High,No
2123,859,Malware,Medium,Yes
2124,860,Policy Violation,Low,No
2125,860,Ransomware,Medium,No
2126,860,Unauthorized Access,Low,Yes
2127,860,Malware,High,Yes
2128,861,Unauthorized Access,Medium,Yes
2129,862,Malware,High,No
2130,862,Malware,Medium,No
2131,862,Policy Violation,Low,Yes
2132,862,Malware,Low,No
2133,862,Policy Violation,Medium,Yes
2134,863,Policy Violation,Low,No
2135,863,Malware,Low,Yes
2136,865,Ransomware,Low,Yes
2137,865,Malware,Low,Yes
2138,865,Ransomware,Low,No
2139,865,Ransomware,High,No
2140,866,Ransomware,High,No
2141,866,Policy Violation,High,Yes
2142,866,Malware,High,Yes
2143,866,Ransomware,Low,No
2144,866,Ransomware,High,Yes
2145,867,Ransomware,High,Yes
2146,867,Malware,Medium,Yes
2147,868,Unauthorized Access,Medium,No
2148,869,Ransomware,Medium,Yes
2149,869,Ransomware,Low,No
2150,870,Ransomware,Medium,Yes
2151,871,Malware,Medium,Yes
2152,871,Ransomware,Medium,Yes
2153,871,Policy Violation,High,Yes
2154,871,Malware,High,No
2155,871,Policy Violation,Low,No
2156,872,Malware,High,Yes
2157,872,Ransomware,Medium,Yes
2158,872,Unauthorized Access,Medium,Yes
2159,873,Unauthorized Access,Medium,Yes
2160,873,Malware,Low,No
2161,873,Ransomware,High,Yes
2162,873,Policy Violation,High,Yes
2163,873,Malware,High,Yes
2164,874,Malware,Medium,No
2165,875,Ransomware,Medium,No
2166,875,Malware,High,No
2167,875,Unauthorized Access,High,Yes
2168,875,Ransomware,High,Yes
2169,875,Policy Violation,Low,Yes
2170,876,Unauthorized Access,Medium,No
2171,876,Ransomware,Low,No
2172,876,Malware,Medium,No
2173,878,Policy Violation,Medium,No
2174,878,Unauthorized Access,High,No
2175,878,Policy Violation,Medium,Yes
2176,878,Unauthorized Access,Low,No
2177,878,Unauthorized Access,Medium,Yes
2178,879,Policy Violation,High,Yes
2179,879,Malware,Low,No
2180,880,Malware,High,Yes
2181,880,Unauthorized Access,High,Yes
2182,880,Malware,Low,No
2183,880,Unauthorized Access,Low,Yes
2184,880,Ransomware,Low,No
2185,881,Ransomware,Medium,No
2186,882,Policy Violation,Medium,Yes
2187,882,Policy Violation,Medium,Yes
2188,882,Ransomware,High,Yes
2189,882,Policy Violation,Low,Yes
2190,882,Policy Violation,High,Yes
2191,884,Malware,Medium,Yes
2192,884,Policy Violation,High,No
2193,885,Unauthorized Access,Medium,No
2194,885,Policy Violation,Low,Yes
2195,886,Malware,Medium,Yes
2196,886,Ransomware,Medium,Yes
2197,886,Ransomware,Low,No
2198,886,Malware,High,No
2199,887,Malware,Medium,No
2200,889,Malware,Low,No
2201,889,Malware,Low,Yes
2202,889,Ransomware,High,Yes
2203,889,Unauthorized Access,Low,No
2204,889,Ransomware,Medium,No
2205,890,Ransomware,Low,No
2206,890,Policy Violation,High,No
2207,890,Ransomware,Low,No
2208,892,Ransomware,Low,No
2209,893,Unauthorized Access,High,No
2210,893,Ransomware,Low,Yes
2211,893,Unauthorized Access,Medium,No
2212,893,Policy Violation,Low,No
2213,893,Unauthorized Access,Low,No
2214,894,Ransomware,Medium,No
2215,894,Malware,Medium,Yes
2216,894,Policy Violation,High,No
2217,894,Malware,High,Yes
2218,895,Unauthorized Access,Medium,Yes
2219,895,Policy Violation,High,No
2220,896,Ransomware,High,Yes
2221,896,Ransomware,Medium,Yes
2222,896,Malware,Low,No
2223,896,Malware,Medium,Yes
2224,896,Ransomware,Medium,Yes
2225,897,Ransomware,Low,Yes
2226,900,Malware,High,Yes
2227,900,Ransomware,High,Yes
2228,901,Malware,Low,No
2229,902,Unauthorized Access,Low,Yes
2230,902,Malware,High,No
2231,902,Unauthorized Access,High,No
2232,902,Policy Violation,Medium,No
2233,903,Malware,Low,Yes
2234,903,Ransomware,High,Yes
2235,904,Ransomware,Medium,Yes
2236,904,Unauthorized Access,High,Yes
2237,904,Policy Violation,High,No
2238,905,Policy Violation,High,Yes
2239,906,Unauthorized Access,Low,Yes
2240,907,Unauthorized Access,High,Yes
2241,907,Unauthorized Access,High,Yes
2242,907,Malware,Medium,Yes
2243,907,Malware,High,No
2244,907,Unauthorized Access,High,Yes
2245,908,Ransomware,Low,Yes
2246,908,Ransomware,Low,No
2247,908,Policy Violation,Low,Yes
2248,908,Unauthorized Access,High,No
2249,909,Malware,Low,Yes
2250,909,Policy Violation,Low,Yes
2251,909,Malware,Medium,No
2252,909,Unauthorized Access,Low,Yes
2253,909,Ransomware,Medium,Yes
2254,910,Unauthorized Access,High,Yes
2255,912,Malware,Medium,No
2256,912,Ransomware,High,Yes
2257,912,Malware,Low,No
2258,912,Policy Violation,High,Yes
2259,913,Ransomware,Low,Yes
2260,913,Policy Violation,Medium,No
2261,914,Unauthorized Access,Low,Yes
2262,914,Ransomware,Low,No
2263,914,Malware,High,No
2264,915,Policy Violation,Medium,Yes
2265,915,Unauthorized Access,Medium,Yes
2266,915,Unauthorized Access,Low,Yes
2267,916,Malware,Low,Yes
2268,916,Malware,Medium,Yes
2269,917,Unauthorized Access,Medium,Yes
2270,917,Ransomware,Medium,Yes
2271,918,Unauthorized Access,High,No
2272,918,Malware,Low,No
2273,918,Ransomware,Medium,Yes
2274,918,Ransomware,Low,Yes
2275,918,Malware,Low,No
2276,919,Ransomware,High,No
2277,919,Unauthorized Access,Low,Yes
2278,919,Policy Violation,High,No
2279,920,Malware,Low,Yes
2280,921,Policy Violation,Low,No
2281,921,Policy Violation,High,Yes
2282,921,Malware,Medium,No
2283,922,Ransomware,High,No
2284,922,Unauthorized Access,Low,Yes
2285,922,Unauthorized Access,Medium,No
2286,922,Policy Violation,High,No
2287,923,Ransomware,Medium,No
2288,924,Unauthorized Access,Low,No
2289,924,Policy Violation,High,Yes
2290,924,Unauthorized Access,Medium,Yes
2291,924,Ransomware,High,Yes
2292,925,Policy Violation,High,No
2293,927,Ransomware,Medium,Yes
2294,927,Malware,Medium,Yes
2295,927,Ransomware,Medium,Yes
2296,927,Ransomware,Low,Yes
2297,928,Malware,Medium,Yes
2298,928,Unauthorized Access,High,No
2299,928,Malware,High,Yes
2300,929,Malware,High,Yes
2301,930,Ransomware,Low,Yes
2302,930,Policy Violation,Low,No
2303,930,Malware,Medium,No
2304,930,Unauthorized Access,Low,No
2305,930,Unauthorized Access,Medium,No
2306,931,Unauthorized Access,Medium,Yes
2307,931,Ransomware,Medium,No
2308,931,Policy Violation,Medium,Yes
2309,931,Unauthorized Access,High,No
2310,931,Unauthorized Access,Medium,No
2311,932,Ransomware,Medium,Yes
2312,932,Ransomware,Medium,No
2313,932,Malware,High,Yes
2314,933,Unauthorized Access,Low,No
2315,933,Malware,Low,Yes
2316,934,Policy Violation,Medium,Yes
2317,934,Policy Violation,Low,No
2318,934,Ransomware,Medium,Yes
2319,934,Ransomware,High,No
2320,934,Malware,Low,No
2321,935,Unauthorized Access,High,No
2322,936,Malware,Low,Yes
2323,937,Ransomware,High,Yes
2324,937,Unauthorized Access,Low,No
2325,937,Unauthorized Access,High,No
2326,937,Ransomware,Medium,No
2327,938,Unauthorized Access,Medium,No
2328,938,Policy Violation,Low,Yes
2329,938,Ransomware,Low,Yes
2330,938,Ransomware,Medium,Yes
2331,939,Unauthorized Access,Low,No
2332,939,Ransomware,Medium,Yes
2333,939,Policy Violation,High,Yes
2334,939,Malware,High,No
2335,939,Ransomware,Medium,Yes
2336,940,Policy Violation,Medium,No
2337,940,Malware,Low,No
2338,940,Malware,High,No
2339,941,Policy Violation,High,Yes
2340,941,Malware,Medium,No
2341,941,Ransomware,High,Yes
2342,941,Ransomware,High,Yes
2343,942,Malware,High,No
2344,942,Policy Violation,Low,Yes
2345,942,Unauthorized Access,High,Yes
2346,942,Ransomware,Low,No
2347,944,Malware,High,No
2348,944,Policy Violation,Medium,No
2349,944,Ransomware,Medium,No
2350,944,Policy Violation,High,Yes
2351,944,Unauthorized Access,Medium,No
2352,945,Ransomware,Low,Yes
2353,945,Malware,Low,No
2354,945,Malware,High,Yes
2355,945,Ransomware,Medium,No
2356,946,Unauthorized Access,Low,No
2357,946,Unauthorized Access,Low,No
2358,947,Unauthorized Access,Low,No
2359,947,Policy Violation,Medium,Yes
2360,947,Malware,Low,Yes
2361,947,Policy Violation,High,No
2362,947,Ransomware,Low,Yes
2363,948,Policy Violation,High,Yes
2364,948,Unauthorized Access,Low,No
2365,948,Unauthorized Access,Low,Yes
2366,950,Malware,High,No
2367,951,Unauthorized Access,High,Yes
2368,951,Malware,Medium,Yes
2369,951,Malware,High,Yes
2370,953,Unauthorized Access,Medium,Yes
2371,953,Unauthorized Access,High,Yes
2372,953,Ransomware,High,No
2373,953,Unauthorized Access,High,No
2374,955,Policy Violation,Low,Yes
2375,955,Malware,Low,Yes
2376,955,Malware,Medium,Yes
2377,956,Policy Violation,High,Yes
2378,956,Ransomware,Medium,Yes
2379,957,Malware,High,No
2380,957,Ransomware,Low,Yes
2381,957,Policy Violation,Medium,Yes
2382,958,Unauthorized Access,High,No
2383,958,Policy Violation,Medium,Yes
2384,958,Policy Violation,Medium,No
2385,958,Ransomware,Low,Yes
2386,959,Unauthorized Access,High,No
2387,959,Policy Violation,Low,Yes
2388,959,Malware,High,Yes
2389,959,Malware,High,No
2390,959,Unauthorized Access,Medium,Yes
2391,960,Policy Violation,Low,No
2392,960,Policy Violation,Medium,No
2393,960,Unauthorized Access,Medium,Yes
2394,961,Malware,Low,Yes
2395,961,Malware,Medium,Yes
2396,961,Malware,Medium,No
2397,961,Policy Violation,Medium,Yes
2398,962,Malware,Medium,Yes
2399,962,Unauthorized Access,Medium,No
2400,963,Ransomware,High,Yes
2401,963,Ransomware,Low,Yes
2402,963,Unauthorized Access,High,Yes
2403,963,Malware,Low,No
2404,963,Unauthorized Access,Low,No
2405,964,Ransomware,Low,No
2406,964,Malware,High,No
2407,965,Ransomware,Medium,No
2408,966,Unauthorized Access,Low,No
2409,966,Ransomware,High,Yes
2410,967,Policy Violation,High,Yes
2411,967,Policy Violation,Medium,Yes
2412,967,Ransomware,High,No
2413,967,Policy Violation,Low,Yes
2414,967,Unauthorized Access,High,Yes
2415,968,Policy Violation,Low,Yes
2416,968,Unauthorized Access,High,No
2417,968,Ransomware,High,No
2418,969,Unauthorized Access,Medium,Yes
2419,970,Ransomware,Medium,Yes
2420,970,Unauthorized Access,Medium,Yes
2421,970,Policy Violation,Low,Yes
2422,970,Ransomware,Low,Yes
2423,971,Policy Violation,Medium,Yes
2424,971,Malware,Low,Yes
2425,971,Unauthorized Access,Medium,No
2426,971,Malware,Low,No
2427,972,Unauthorized Access,Low,No
2428,973,Ransomware,Low,No
2429,973,Policy Violation,Medium,No
2430,973,Ransomware,Low,Yes
2431,973,Ransomware,High,Yes
2432,973,Policy Violation,Medium,Yes
2433,974,Ransomware,High,Yes
2434,974,Unauthorized Access,High,Yes
2435,974,Malware,Medium,Yes
2436,974,Malware,Low,No
2437,974,Ransomware,Low,Yes
2438,975,Malware,Low,Yes
2439,975,Unauthorized Access,Medium,No
2440,976,Ransomware,Low,No
2441,976,Ransomware,Medium,No
2442,976,Unauthorized Access,Low,No
2443,976,Unauthorized Access,High,No
2444,977,Ransomware,High,No
2445,977,Policy Violation,High,Yes
